country_from,country_to,indicator,year,value,unit,source,subcategory_1,subcategory_2,subcategory_3
KEN,BDI,migrants,2000,202,personnes,UNDESA,,,
KEN,BDI,migrants,2005,502,personnes,UNDESA,,,
KEN,BDI,migrants,2010,847,personnes,UNDESA,,,
KEN,BDI,migrants,2015,1032,personnes,UNDESA,,,
KEN,BDI,migrants,2020,1226,personnes,UNDESA,,,
KEN,BDI,migrants,2024,1377,personnes,UNDESA,,,
RWA,BDI,migrants,2000,66415,personnes,UNDESA,,,
RWA,BDI,migrants,2005,61104,personnes,UNDESA,,,
RWA,BDI,migrants,2010,54794,personnes,UNDESA,,,
RWA,BDI,migrants,2015,64363,personnes,UNDESA,,,
RWA,BDI,migrants,2020,76567,personnes,UNDESA,,,
RWA,BDI,migrants,2024,85969,personnes,UNDESA,,,
UGA,BDI,migrants,2000,949,personnes,UNDESA,,,
UGA,BDI,migrants,2005,805,personnes,UNDESA,,,
UGA,BDI,migrants,2010,731,personnes,UNDESA,,,
UGA,BDI,migrants,2015,891,personnes,UNDESA,,,
UGA,BDI,migrants,2020,1058,personnes,UNDESA,,,
UGA,BDI,migrants,2024,1188,personnes,UNDESA,,,
COD,BDI,migrants,2000,37951,personnes,UNDESA,,,
COD,BDI,migrants,2005,99099,personnes,UNDESA,,,
COD,BDI,migrants,2010,147611,personnes,UNDESA,,,
COD,BDI,migrants,2015,175768,personnes,UNDESA,,,
COD,BDI,migrants,2020,199585,personnes,UNDESA,,,
COD,BDI,migrants,2024,224091,personnes,UNDESA,,,
BEL,BDI,migrants,2000,475,personnes,UNDESA,,,
BEL,BDI,migrants,2005,466,personnes,UNDESA,,,
BEL,BDI,migrants,2010,497,personnes,UNDESA,,,
BEL,BDI,migrants,2015,605,personnes,UNDESA,,,
BEL,BDI,migrants,2020,718,personnes,UNDESA,,,
BEL,BDI,migrants,2024,806,personnes,UNDESA,,,
FRA,BDI,migrants,2000,237,personnes,UNDESA,,,
FRA,BDI,migrants,2005,232,personnes,UNDESA,,,
FRA,BDI,migrants,2010,248,personnes,UNDESA,,,
FRA,BDI,migrants,2015,302,personnes,UNDESA,,,
FRA,BDI,migrants,2020,358,personnes,UNDESA,,,
FRA,BDI,migrants,2024,402,personnes,UNDESA,,,
KEN,COM,migrants,2000,85,personnes,UNDESA,,,
KEN,COM,migrants,2005,81,personnes,UNDESA,,,
KEN,COM,migrants,2010,77,personnes,UNDESA,,,
KEN,COM,migrants,2015,76,personnes,UNDESA,,,
KEN,COM,migrants,2020,74,personnes,UNDESA,,,
KEN,COM,migrants,2024,74,personnes,UNDESA,,,
MDG,COM,migrants,2000,10595,personnes,UNDESA,,,
MDG,COM,migrants,2005,10142,personnes,UNDESA,,,
MDG,COM,migrants,2010,9689,personnes,UNDESA,,,
MDG,COM,migrants,2015,9651,personnes,UNDESA,,,
MDG,COM,migrants,2020,9605,personnes,UNDESA,,,
MDG,COM,migrants,2024,9569,personnes,UNDESA,,,
FRA,COM,migrants,2000,532,personnes,UNDESA,,,
FRA,COM,migrants,2005,509,personnes,UNDESA,,,
FRA,COM,migrants,2010,486,personnes,UNDESA,,,
FRA,COM,migrants,2015,482,personnes,UNDESA,,,
FRA,COM,migrants,2020,479,personnes,UNDESA,,,
FRA,COM,migrants,2024,477,personnes,UNDESA,,,
ETH,DJI,migrants,2000,11023,personnes,UNDESA,,,
ETH,DJI,migrants,2005,10103,personnes,UNDESA,,,
ETH,DJI,migrants,2010,11222,personnes,UNDESA,,,
ETH,DJI,migrants,2015,11676,personnes,UNDESA,,,
ETH,DJI,migrants,2020,12578,personnes,UNDESA,,,
ETH,DJI,migrants,2024,13235,personnes,UNDESA,,,
SOM,DJI,migrants,2000,83230,personnes,UNDESA,,,
SOM,DJI,migrants,2005,76278,personnes,UNDESA,,,
SOM,DJI,migrants,2010,84725,personnes,UNDESA,,,
SOM,DJI,migrants,2015,88152,personnes,UNDESA,,,
SOM,DJI,migrants,2020,94976,personnes,UNDESA,,,
SOM,DJI,migrants,2024,99940,personnes,UNDESA,,,
YEM,DJI,migrants,2000,238,personnes,UNDESA,,,
YEM,DJI,migrants,2005,219,personnes,UNDESA,,,
YEM,DJI,migrants,2010,242,personnes,UNDESA,,,
YEM,DJI,migrants,2015,6157,personnes,UNDESA,,,
YEM,DJI,migrants,2020,5322,personnes,UNDESA,,,
YEM,DJI,migrants,2024,5600,personnes,UNDESA,,,
BDI,ERI,migrants,2000,1663,personnes,UNDESA,,,
BDI,ERI,migrants,2005,1189,personnes,UNDESA,,,
BDI,ERI,migrants,2010,864,personnes,UNDESA,,,
BDI,ERI,migrants,2015,1044,personnes,UNDESA,,,
BDI,ERI,migrants,2020,913,personnes,UNDESA,,,
BDI,ERI,migrants,2024,820,personnes,UNDESA,,,
COM,ERI,migrants,2000,93,personnes,UNDESA,,,
COM,ERI,migrants,2005,125,personnes,UNDESA,,,
COM,ERI,migrants,2010,159,personnes,UNDESA,,,
COM,ERI,migrants,2015,192,personnes,UNDESA,,,
COM,ERI,migrants,2020,166,personnes,UNDESA,,,
COM,ERI,migrants,2024,149,personnes,UNDESA,,,
ETH,ERI,migrants,2000,91,personnes,UNDESA,,,
ETH,ERI,migrants,2005,1554,personnes,UNDESA,,,
ETH,ERI,migrants,2010,90,personnes,UNDESA,,,
ETH,ERI,migrants,2015,108,personnes,UNDESA,,,
ETH,ERI,migrants,2020,94,personnes,UNDESA,,,
ETH,ERI,migrants,2024,84,personnes,UNDESA,,,
KEN,ERI,migrants,2000,217,personnes,UNDESA,,,
KEN,ERI,migrants,2005,248,personnes,UNDESA,,,
KEN,ERI,migrants,2010,290,personnes,UNDESA,,,
KEN,ERI,migrants,2015,351,personnes,UNDESA,,,
KEN,ERI,migrants,2020,305,personnes,UNDESA,,,
KEN,ERI,migrants,2024,274,personnes,UNDESA,,,
MWI,ERI,migrants,2000,343,personnes,UNDESA,,,
MWI,ERI,migrants,2005,487,personnes,UNDESA,,,
MWI,ERI,migrants,2010,637,personnes,UNDESA,,,
MWI,ERI,migrants,2015,771,personnes,UNDESA,,,
MWI,ERI,migrants,2020,673,personnes,UNDESA,,,
MWI,ERI,migrants,2024,604,personnes,UNDESA,,,
MOZ,ERI,migrants,2000,896,personnes,UNDESA,,,
MOZ,ERI,migrants,2005,876,personnes,UNDESA,,,
MOZ,ERI,migrants,2010,913,personnes,UNDESA,,,
MOZ,ERI,migrants,2015,1105,personnes,UNDESA,,,
MOZ,ERI,migrants,2020,966,personnes,UNDESA,,,
MOZ,ERI,migrants,2024,867,personnes,UNDESA,,,
RWA,ERI,migrants,2000,414,personnes,UNDESA,,,
RWA,ERI,migrants,2005,385,personnes,UNDESA,,,
RWA,ERI,migrants,2010,385,personnes,UNDESA,,,
RWA,ERI,migrants,2015,467,personnes,UNDESA,,,
RWA,ERI,migrants,2020,407,personnes,UNDESA,,,
RWA,ERI,migrants,2024,365,personnes,UNDESA,,,
SOM,ERI,migrants,2000,1775,personnes,UNDESA,,,
SOM,ERI,migrants,2005,3657,personnes,UNDESA,,,
SOM,ERI,migrants,2010,4691,personnes,UNDESA,,,
SOM,ERI,migrants,2015,2485,personnes,UNDESA,,,
SOM,ERI,migrants,2020,2156,personnes,UNDESA,,,
SOM,ERI,migrants,2024,1937,personnes,UNDESA,,,
UGA,ERI,migrants,2000,1190,personnes,UNDESA,,,
UGA,ERI,migrants,2005,1187,personnes,UNDESA,,,
UGA,ERI,migrants,2010,1257,personnes,UNDESA,,,
UGA,ERI,migrants,2015,1521,personnes,UNDESA,,,
UGA,ERI,migrants,2020,1331,personnes,UNDESA,,,
UGA,ERI,migrants,2024,1195,personnes,UNDESA,,,
ZMB,ERI,migrants,2000,151,personnes,UNDESA,,,
ZMB,ERI,migrants,2005,172,personnes,UNDESA,,,
ZMB,ERI,migrants,2010,199,personnes,UNDESA,,,
ZMB,ERI,migrants,2015,241,personnes,UNDESA,,,
ZMB,ERI,migrants,2020,209,personnes,UNDESA,,,
ZMB,ERI,migrants,2024,188,personnes,UNDESA,,,
ZWE,ERI,migrants,2000,168,personnes,UNDESA,,,
ZWE,ERI,migrants,2005,215,personnes,UNDESA,,,
ZWE,ERI,migrants,2010,268,personnes,UNDESA,,,
ZWE,ERI,migrants,2015,324,personnes,UNDESA,,,
ZWE,ERI,migrants,2020,282,personnes,UNDESA,,,
ZWE,ERI,migrants,2024,253,personnes,UNDESA,,,
AGO,ERI,migrants,2000,620,personnes,UNDESA,,,
AGO,ERI,migrants,2005,424,personnes,UNDESA,,,
AGO,ERI,migrants,2010,286,personnes,UNDESA,,,
AGO,ERI,migrants,2015,346,personnes,UNDESA,,,
AGO,ERI,migrants,2020,301,personnes,UNDESA,,,
AGO,ERI,migrants,2024,270,personnes,UNDESA,,,
COD,ERI,migrants,2000,1224,personnes,UNDESA,,,
COD,ERI,migrants,2005,1273,personnes,UNDESA,,,
COD,ERI,migrants,2010,1392,personnes,UNDESA,,,
COD,ERI,migrants,2015,1685,personnes,UNDESA,,,
COD,ERI,migrants,2020,1474,personnes,UNDESA,,,
COD,ERI,migrants,2024,1324,personnes,UNDESA,,,
SDN,ERI,migrants,2000,180,personnes,UNDESA,,,
SDN,ERI,migrants,2005,170,personnes,UNDESA,,,
SDN,ERI,migrants,2010,172,personnes,UNDESA,,,
SDN,ERI,migrants,2015,208,personnes,UNDESA,,,
SDN,ERI,migrants,2020,181,personnes,UNDESA,,,
SDN,ERI,migrants,2024,163,personnes,UNDESA,,,
ZAF,ERI,migrants,2000,189,personnes,UNDESA,,,
ZAF,ERI,migrants,2005,136,personnes,UNDESA,,,
ZAF,ERI,migrants,2010,101,personnes,UNDESA,,,
ZAF,ERI,migrants,2015,122,personnes,UNDESA,,,
ZAF,ERI,migrants,2020,106,personnes,UNDESA,,,
ZAF,ERI,migrants,2024,95,personnes,UNDESA,,,
CHN,ERI,migrants,2000,98,personnes,UNDESA,,,
CHN,ERI,migrants,2005,102,personnes,UNDESA,,,
CHN,ERI,migrants,2010,112,personnes,UNDESA,,,
CHN,ERI,migrants,2015,135,personnes,UNDESA,,,
CHN,ERI,migrants,2020,117,personnes,UNDESA,,,
CHN,ERI,migrants,2024,105,personnes,UNDESA,,,
IND,ERI,migrants,2000,70,personnes,UNDESA,,,
IND,ERI,migrants,2005,83,personnes,UNDESA,,,
IND,ERI,migrants,2010,99,personnes,UNDESA,,,
IND,ERI,migrants,2015,119,personnes,UNDESA,,,
IND,ERI,migrants,2020,103,personnes,UNDESA,,,
IND,ERI,migrants,2024,92,personnes,UNDESA,,,
GBR,ERI,migrants,2000,43,personnes,UNDESA,,,
GBR,ERI,migrants,2005,44,personnes,UNDESA,,,
GBR,ERI,migrants,2010,47,personnes,UNDESA,,,
GBR,ERI,migrants,2015,56,personnes,UNDESA,,,
GBR,ERI,migrants,2020,48,personnes,UNDESA,,,
GBR,ERI,migrants,2024,43,personnes,UNDESA,,,
FRA,ERI,migrants,2000,211,personnes,UNDESA,,,
FRA,ERI,migrants,2005,283,personnes,UNDESA,,,
FRA,ERI,migrants,2010,360,personnes,UNDESA,,,
FRA,ERI,migrants,2015,436,personnes,UNDESA,,,
FRA,ERI,migrants,2020,380,personnes,UNDESA,,,
FRA,ERI,migrants,2024,341,personnes,UNDESA,,,
BDI,ETH,migrants,2000,16,personnes,UNDESA,,,
BDI,ETH,migrants,2005,74,personnes,UNDESA,,,
BDI,ETH,migrants,2010,97,personnes,UNDESA,,,
BDI,ETH,migrants,2015,106,personnes,UNDESA,,,
BDI,ETH,migrants,2020,131,personnes,UNDESA,,,
BDI,ETH,migrants,2024,130,personnes,UNDESA,,,
DJI,ETH,migrants,2000,2300,personnes,UNDESA,,,
DJI,ETH,migrants,2005,796,personnes,UNDESA,,,
DJI,ETH,migrants,2010,788,personnes,UNDESA,,,
DJI,ETH,migrants,2015,761,personnes,UNDESA,,,
DJI,ETH,migrants,2020,729,personnes,UNDESA,,,
DJI,ETH,migrants,2024,1364,personnes,UNDESA,,,
ERI,ETH,migrants,2000,27869,personnes,UNDESA,,,
ERI,ETH,migrants,2005,19447,personnes,UNDESA,,,
ERI,ETH,migrants,2010,40794,personnes,UNDESA,,,
ERI,ETH,migrants,2015,139524,personnes,UNDESA,,,
ERI,ETH,migrants,2020,169990,personnes,UNDESA,,,
ERI,ETH,migrants,2024,176860,personnes,UNDESA,,,
KEN,ETH,migrants,2000,2703,personnes,UNDESA,,,
KEN,ETH,migrants,2005,596,personnes,UNDESA,,,
KEN,ETH,migrants,2010,4350,personnes,UNDESA,,,
KEN,ETH,migrants,2015,4422,personnes,UNDESA,,,
KEN,ETH,migrants,2020,5372,personnes,UNDESA,,,
KEN,ETH,migrants,2024,5564,personnes,UNDESA,,,
SOM,ETH,migrants,2000,177388,personnes,UNDESA,,,
SOM,ETH,migrants,2005,37643,personnes,UNDESA,,,
SOM,ETH,migrants,2010,86677,personnes,UNDESA,,,
SOM,ETH,migrants,2015,263015,personnes,UNDESA,,,
SOM,ETH,migrants,2020,204246,personnes,UNDESA,,,
SOM,ETH,migrants,2024,389246,personnes,UNDESA,,,
UGA,ETH,migrants,2000,94,personnes,UNDESA,,,
UGA,ETH,migrants,2005,62,personnes,UNDESA,,,
UGA,ETH,migrants,2010,36,personnes,UNDESA,,,
UGA,ETH,migrants,2015,24,personnes,UNDESA,,,
UGA,ETH,migrants,2020,18,personnes,UNDESA,,,
UGA,ETH,migrants,2024,18,personnes,UNDESA,,,
COD,ETH,migrants,2000,50,personnes,UNDESA,,,
COD,ETH,migrants,2005,183,personnes,UNDESA,,,
COD,ETH,migrants,2010,466,personnes,UNDESA,,,
COD,ETH,migrants,2015,1026,personnes,UNDESA,,,
COD,ETH,migrants,2020,999,personnes,UNDESA,,,
COD,ETH,migrants,2024,1041,personnes,UNDESA,,,
SDN,ETH,migrants,2000,12364,personnes,UNDESA,,,
SDN,ETH,migrants,2005,13973,personnes,UNDESA,,,
SDN,ETH,migrants,2010,5440,personnes,UNDESA,,,
SDN,ETH,migrants,2015,38743,personnes,UNDESA,,,
SDN,ETH,migrants,2020,44791,personnes,UNDESA,,,
SDN,ETH,migrants,2024,88958,personnes,UNDESA,,,
CHN,ETH,migrants,2000,1762,personnes,UNDESA,,,
CHN,ETH,migrants,2005,4400,personnes,UNDESA,,,
CHN,ETH,migrants,2010,34059,personnes,UNDESA,,,
CHN,ETH,migrants,2015,54628,personnes,UNDESA,,,
CHN,ETH,migrants,2020,38672,personnes,UNDESA,,,
CHN,ETH,migrants,2024,26824,personnes,UNDESA,,,
SYR,ETH,migrants,2015,16,personnes,UNDESA,,,
SYR,ETH,migrants,2020,420,personnes,UNDESA,,,
SYR,ETH,migrants,2024,679,personnes,UNDESA,,,
YEM,ETH,migrants,2000,67,personnes,UNDESA,,,
YEM,ETH,migrants,2005,15,personnes,UNDESA,,,
YEM,ETH,migrants,2010,11,personnes,UNDESA,,,
YEM,ETH,migrants,2015,734,personnes,UNDESA,,,
YEM,ETH,migrants,2020,2110,personnes,UNDESA,,,
YEM,ETH,migrants,2024,2503,personnes,UNDESA,,,
BDI,KEN,migrants,2000,198,personnes,UNDESA,,,
BDI,KEN,migrants,2005,2045,personnes,UNDESA,,,
BDI,KEN,migrants,2010,4256,personnes,UNDESA,,,
BDI,KEN,migrants,2015,8312,personnes,UNDESA,,,
BDI,KEN,migrants,2020,15098,personnes,UNDESA,,,
BDI,KEN,migrants,2024,14270,personnes,UNDESA,,,
ERI,KEN,migrants,2000,961,personnes,UNDESA,,,
ERI,KEN,migrants,2005,696,personnes,UNDESA,,,
ERI,KEN,migrants,2010,1686,personnes,UNDESA,,,
ERI,KEN,migrants,2015,2127,personnes,UNDESA,,,
ERI,KEN,migrants,2020,1851,personnes,UNDESA,,,
ERI,KEN,migrants,2024,1749,personnes,UNDESA,,,
ETH,KEN,migrants,2000,20846,personnes,UNDESA,,,
ETH,KEN,migrants,2005,20917,personnes,UNDESA,,,
ETH,KEN,migrants,2010,35309,personnes,UNDESA,,,
ETH,KEN,migrants,2015,36889,personnes,UNDESA,,,
ETH,KEN,migrants,2020,32115,personnes,UNDESA,,,
ETH,KEN,migrants,2024,30353,personnes,UNDESA,,,
MOZ,KEN,migrants,2000,535,personnes,UNDESA,,,
MOZ,KEN,migrants,2005,523,personnes,UNDESA,,,
MOZ,KEN,migrants,2010,589,personnes,UNDESA,,,
MOZ,KEN,migrants,2015,601,personnes,UNDESA,,,
MOZ,KEN,migrants,2020,523,personnes,UNDESA,,,
MOZ,KEN,migrants,2024,494,personnes,UNDESA,,,
RWA,KEN,migrants,2000,3273,personnes,UNDESA,,,
RWA,KEN,migrants,2005,4059,personnes,UNDESA,,,
RWA,KEN,migrants,2010,6201,personnes,UNDESA,,,
RWA,KEN,migrants,2015,6330,personnes,UNDESA,,,
RWA,KEN,migrants,2020,5510,personnes,UNDESA,,,
RWA,KEN,migrants,2024,5208,personnes,UNDESA,,,
SOM,KEN,migrants,2000,159197,personnes,UNDESA,,,
SOM,KEN,migrants,2005,208156,personnes,UNDESA,,,
SOM,KEN,migrants,2010,392063,personnes,UNDESA,,,
SOM,KEN,migrants,2015,488470,personnes,UNDESA,,,
SOM,KEN,migrants,2020,425284,personnes,UNDESA,,,
SOM,KEN,migrants,2024,401953,personnes,UNDESA,,,
UGA,KEN,migrants,2000,261491,personnes,UNDESA,,,
UGA,KEN,migrants,2005,291776,personnes,UNDESA,,,
UGA,KEN,migrants,2010,326978,personnes,UNDESA,,,
UGA,KEN,migrants,2015,333789,personnes,UNDESA,,,
UGA,KEN,migrants,2020,290597,personnes,UNDESA,,,
UGA,KEN,migrants,2024,274655,personnes,UNDESA,,,
COD,KEN,migrants,2000,672,personnes,UNDESA,,,
COD,KEN,migrants,2005,2749,personnes,UNDESA,,,
COD,KEN,migrants,2010,9133,personnes,UNDESA,,,
COD,KEN,migrants,2015,24738,personnes,UNDESA,,,
COD,KEN,migrants,2020,43577,personnes,UNDESA,,,
COD,KEN,migrants,2024,41186,personnes,UNDESA,,,
SDN,KEN,migrants,2000,56360,personnes,UNDESA,,,
SDN,KEN,migrants,2005,76711,personnes,UNDESA,,,
SDN,KEN,migrants,2010,26998,personnes,UNDESA,,,
SDN,KEN,migrants,2015,10266,personnes,UNDESA,,,
SDN,KEN,migrants,2020,9926,personnes,UNDESA,,,
SDN,KEN,migrants,2024,9381,personnes,UNDESA,,,
NAM,KEN,migrants,2000,61,personnes,UNDESA,,,
NAM,KEN,migrants,2005,60,personnes,UNDESA,,,
NAM,KEN,migrants,2010,67,personnes,UNDESA,,,
NAM,KEN,migrants,2015,68,personnes,UNDESA,,,
NAM,KEN,migrants,2020,58,personnes,UNDESA,,,
NAM,KEN,migrants,2024,55,personnes,UNDESA,,,
ZAF,KEN,migrants,2000,101,personnes,UNDESA,,,
ZAF,KEN,migrants,2005,98,personnes,UNDESA,,,
ZAF,KEN,migrants,2010,110,personnes,UNDESA,,,
ZAF,KEN,migrants,2015,112,personnes,UNDESA,,,
ZAF,KEN,migrants,2020,96,personnes,UNDESA,,,
ZAF,KEN,migrants,2024,91,personnes,UNDESA,,,
COM,MDG,migrants,2000,8050,personnes,UNDESA,,,
COM,MDG,migrants,2005,8910,personnes,UNDESA,,,
COM,MDG,migrants,2010,9876,personnes,UNDESA,,,
COM,MDG,migrants,2015,10953,personnes,UNDESA,,,
COM,MDG,migrants,2020,12153,personnes,UNDESA,,,
COM,MDG,migrants,2024,13199,personnes,UNDESA,,,
CHN,MDG,migrants,2000,1458,personnes,UNDESA,,,
CHN,MDG,migrants,2005,1609,personnes,UNDESA,,,
CHN,MDG,migrants,2010,1784,personnes,UNDESA,,,
CHN,MDG,migrants,2015,1979,personnes,UNDESA,,,
CHN,MDG,migrants,2020,2193,personnes,UNDESA,,,
CHN,MDG,migrants,2024,2382,personnes,UNDESA,,,
IND,MDG,migrants,2000,1152,personnes,UNDESA,,,
IND,MDG,migrants,2005,1282,personnes,UNDESA,,,
IND,MDG,migrants,2010,1425,personnes,UNDESA,,,
IND,MDG,migrants,2015,1581,personnes,UNDESA,,,
IND,MDG,migrants,2020,1751,personnes,UNDESA,,,
IND,MDG,migrants,2024,1902,personnes,UNDESA,,,
FRA,MDG,migrants,2000,6567,personnes,UNDESA,,,
FRA,MDG,migrants,2005,7269,personnes,UNDESA,,,
FRA,MDG,migrants,2010,8066,personnes,UNDESA,,,
FRA,MDG,migrants,2015,8950,personnes,UNDESA,,,
FRA,MDG,migrants,2020,9922,personnes,UNDESA,,,
FRA,MDG,migrants,2024,10776,personnes,UNDESA,,,
BDI,MWI,migrants,2000,5677,personnes,UNDESA,,,
BDI,MWI,migrants,2005,5410,personnes,UNDESA,,,
BDI,MWI,migrants,2010,5314,personnes,UNDESA,,,
BDI,MWI,migrants,2015,6659,personnes,UNDESA,,,
BDI,MWI,migrants,2020,10079,personnes,UNDESA,,,
BDI,MWI,migrants,2024,9834,personnes,UNDESA,,,
MOZ,MWI,migrants,2000,58576,personnes,UNDESA,,,
MOZ,MWI,migrants,2005,55817,personnes,UNDESA,,,
MOZ,MWI,migrants,2010,54826,personnes,UNDESA,,,
MOZ,MWI,migrants,2015,47220,personnes,UNDESA,,,
MOZ,MWI,migrants,2020,40131,personnes,UNDESA,,,
MOZ,MWI,migrants,2024,39156,personnes,UNDESA,,,
RWA,MWI,migrants,2000,4947,personnes,UNDESA,,,
RWA,MWI,migrants,2005,4714,personnes,UNDESA,,,
RWA,MWI,migrants,2010,6482,personnes,UNDESA,,,
RWA,MWI,migrants,2015,5582,personnes,UNDESA,,,
RWA,MWI,migrants,2020,6280,personnes,UNDESA,,,
RWA,MWI,migrants,2024,6128,personnes,UNDESA,,,
SOM,MWI,migrants,2000,59,personnes,UNDESA,,,
SOM,MWI,migrants,2005,147,personnes,UNDESA,,,
SOM,MWI,migrants,2010,87,personnes,UNDESA,,,
SOM,MWI,migrants,2015,74,personnes,UNDESA,,,
SOM,MWI,migrants,2020,102,personnes,UNDESA,,,
SOM,MWI,migrants,2024,100,personnes,UNDESA,,,
ZMB,MWI,migrants,2000,45797,personnes,UNDESA,,,
ZMB,MWI,migrants,2005,43640,personnes,UNDESA,,,
ZMB,MWI,migrants,2010,42865,personnes,UNDESA,,,
ZMB,MWI,migrants,2015,36918,personnes,UNDESA,,,
ZMB,MWI,migrants,2020,31375,personnes,UNDESA,,,
ZMB,MWI,migrants,2024,30614,personnes,UNDESA,,,
ZWE,MWI,migrants,2000,39732,personnes,UNDESA,,,
ZWE,MWI,migrants,2005,37861,personnes,UNDESA,,,
ZWE,MWI,migrants,2010,37189,personnes,UNDESA,,,
ZWE,MWI,migrants,2015,32030,personnes,UNDESA,,,
ZWE,MWI,migrants,2020,27221,personnes,UNDESA,,,
ZWE,MWI,migrants,2024,26561,personnes,UNDESA,,,
COG,MWI,migrants,2000,1509,personnes,UNDESA,,,
COG,MWI,migrants,2005,1438,personnes,UNDESA,,,
COG,MWI,migrants,2010,1413,personnes,UNDESA,,,
COG,MWI,migrants,2015,1216,personnes,UNDESA,,,
COG,MWI,migrants,2020,1033,personnes,UNDESA,,,
COG,MWI,migrants,2024,1008,personnes,UNDESA,,,
COD,MWI,migrants,2000,2389,personnes,UNDESA,,,
COD,MWI,migrants,2005,2368,personnes,UNDESA,,,
COD,MWI,migrants,2010,4841,personnes,UNDESA,,,
COD,MWI,migrants,2015,11896,personnes,UNDESA,,,
COD,MWI,migrants,2020,27773,personnes,UNDESA,,,
COD,MWI,migrants,2024,27099,personnes,UNDESA,,,
ZAF,MWI,migrants,2000,8837,personnes,UNDESA,,,
ZAF,MWI,migrants,2005,8421,personnes,UNDESA,,,
ZAF,MWI,migrants,2010,8272,personnes,UNDESA,,,
ZAF,MWI,migrants,2015,7124,personnes,UNDESA,,,
ZAF,MWI,migrants,2020,6054,personnes,UNDESA,,,
ZAF,MWI,migrants,2024,5907,personnes,UNDESA,,,
IND,MWI,migrants,2000,2583,personnes,UNDESA,,,
IND,MWI,migrants,2005,2462,personnes,UNDESA,,,
IND,MWI,migrants,2010,2419,personnes,UNDESA,,,
IND,MWI,migrants,2015,2083,personnes,UNDESA,,,
IND,MWI,migrants,2020,1770,personnes,UNDESA,,,
IND,MWI,migrants,2024,1727,personnes,UNDESA,,,
GBR,MWI,migrants,2000,1578,personnes,UNDESA,,,
GBR,MWI,migrants,2005,1504,personnes,UNDESA,,,
GBR,MWI,migrants,2010,1478,personnes,UNDESA,,,
GBR,MWI,migrants,2015,1272,personnes,UNDESA,,,
GBR,MWI,migrants,2020,1081,personnes,UNDESA,,,
GBR,MWI,migrants,2024,1055,personnes,UNDESA,,,
COM,MYT,migrants,2000,36203,personnes,UNDESA,,,
COM,MYT,migrants,2005,49545,personnes,UNDESA,,,
COM,MYT,migrants,2010,56520,personnes,UNDESA,,,
COM,MYT,migrants,2015,63225,personnes,UNDESA,,,
COM,MYT,migrants,2020,86652,personnes,UNDESA,,,
COM,MYT,migrants,2024,111502,personnes,UNDESA,,,
MDG,MYT,migrants,2000,3669,personnes,UNDESA,,,
MDG,MYT,migrants,2005,4755,personnes,UNDESA,,,
MDG,MYT,migrants,2010,5230,personnes,UNDESA,,,
MDG,MYT,migrants,2015,5850,personnes,UNDESA,,,
MDG,MYT,migrants,2020,8017,personnes,UNDESA,,,
MDG,MYT,migrants,2024,10316,personnes,UNDESA,,,
FRA,MYT,migrants,2000,5080,personnes,UNDESA,,,
FRA,MYT,migrants,2005,7789,personnes,UNDESA,,,
FRA,MYT,migrants,2010,9498,personnes,UNDESA,,,
FRA,MYT,migrants,2015,10624,personnes,UNDESA,,,
FRA,MYT,migrants,2020,14560,personnes,UNDESA,,,
FRA,MYT,migrants,2024,18736,personnes,UNDESA,,,
BDI,MOZ,migrants,2000,985,personnes,UNDESA,,,
BDI,MOZ,migrants,2005,1354,personnes,UNDESA,,,
BDI,MOZ,migrants,2010,1817,personnes,UNDESA,,,
BDI,MOZ,migrants,2015,5954,personnes,UNDESA,,,
BDI,MOZ,migrants,2020,8388,personnes,UNDESA,,,
BDI,MOZ,migrants,2024,8742,personnes,UNDESA,,,
KEN,MOZ,migrants,2000,14539,personnes,UNDESA,,,
KEN,MOZ,migrants,2005,19963,personnes,UNDESA,,,
KEN,MOZ,migrants,2010,22749,personnes,UNDESA,,,
KEN,MOZ,migrants,2015,23584,personnes,UNDESA,,,
KEN,MOZ,migrants,2020,24779,personnes,UNDESA,,,
KEN,MOZ,migrants,2024,25824,personnes,UNDESA,,,
MWI,MOZ,migrants,2000,36755,personnes,UNDESA,,,
MWI,MOZ,migrants,2005,50465,personnes,UNDESA,,,
MWI,MOZ,migrants,2010,57509,personnes,UNDESA,,,
MWI,MOZ,migrants,2015,59620,personnes,UNDESA,,,
MWI,MOZ,migrants,2020,62643,personnes,UNDESA,,,
MWI,MOZ,migrants,2024,65284,personnes,UNDESA,,,
ZMB,MOZ,migrants,2000,3118,personnes,UNDESA,,,
ZMB,MOZ,migrants,2005,4281,personnes,UNDESA,,,
ZMB,MOZ,migrants,2010,4880,personnes,UNDESA,,,
ZMB,MOZ,migrants,2015,5059,personnes,UNDESA,,,
ZMB,MOZ,migrants,2020,5315,personnes,UNDESA,,,
ZMB,MOZ,migrants,2024,5539,personnes,UNDESA,,,
ZWE,MOZ,migrants,2000,57131,personnes,UNDESA,,,
ZWE,MOZ,migrants,2005,78441,personnes,UNDESA,,,
ZWE,MOZ,migrants,2010,89389,personnes,UNDESA,,,
ZWE,MOZ,migrants,2015,92671,personnes,UNDESA,,,
ZWE,MOZ,migrants,2020,97379,personnes,UNDESA,,,
ZWE,MOZ,migrants,2024,101486,personnes,UNDESA,,,
AGO,MOZ,migrants,2000,22937,personnes,UNDESA,,,
AGO,MOZ,migrants,2005,31493,personnes,UNDESA,,,
