country_from,country_to,indicator,year,value,unit,source,subcategory_1,subcategory_2,subcategory_3
DJI,GRC,migrants,2000,24,personnes,UNDESA,,,
DJI,GRC,migrants,2005,32,personnes,UNDESA,,,
DJI,GRC,migrants,2010,41,personnes,UNDESA,,,
DJI,GRC,migrants,2015,38,personnes,UNDESA,,,
DJI,GRC,migrants,2020,38,personnes,UNDESA,,,
DJI,GRC,migrants,2024,40,personnes,UNDESA,,,
ERI,GRC,migrants,2000,99,personnes,UNDESA,,,
ERI,GRC,migrants,2005,193,personnes,UNDESA,,,
ERI,GRC,migrants,2010,296,personnes,UNDESA,,,
ERI,GRC,migrants,2015,395,personnes,UNDESA,,,
ERI,GRC,migrants,2020,1333,personnes,UNDESA,,,
ERI,GRC,migrants,2024,1416,personnes,UNDESA,,,
ETH,GRC,migrants,2000,2484,personnes,UNDESA,,,
ETH,GRC,migrants,2005,2479,personnes,UNDESA,,,
ETH,GRC,migrants,2010,2563,personnes,UNDESA,,,
ETH,GRC,migrants,2015,2414,personnes,UNDESA,,,
ETH,GRC,migrants,2020,2466,personnes,UNDESA,,,
ETH,GRC,migrants,2024,2620,personnes,UNDESA,,,
KEN,GRC,migrants,2000,365,personnes,UNDESA,,,
KEN,GRC,migrants,2005,415,personnes,UNDESA,,,
KEN,GRC,migrants,2010,481,personnes,UNDESA,,,
KEN,GRC,migrants,2015,452,personnes,UNDESA,,,
KEN,GRC,migrants,2020,460,personnes,UNDESA,,,
KEN,GRC,migrants,2024,489,personnes,UNDESA,,,
MDG,GRC,migrants,2000,140,personnes,UNDESA,,,
MDG,GRC,migrants,2005,137,personnes,UNDESA,,,
MDG,GRC,migrants,2010,138,personnes,UNDESA,,,
MDG,GRC,migrants,2015,129,personnes,UNDESA,,,
MDG,GRC,migrants,2020,130,personnes,UNDESA,,,
MDG,GRC,migrants,2024,138,personnes,UNDESA,,,
MOZ,GRC,migrants,2000,65,personnes,UNDESA,,,
MOZ,GRC,migrants,2005,66,personnes,UNDESA,,,
MOZ,GRC,migrants,2010,68,personnes,UNDESA,,,
MOZ,GRC,migrants,2015,63,personnes,UNDESA,,,
MOZ,GRC,migrants,2020,63,personnes,UNDESA,,,
MOZ,GRC,migrants,2024,67,personnes,UNDESA,,,
RWA,GRC,migrants,2000,125,personnes,UNDESA,,,
RWA,GRC,migrants,2005,112,personnes,UNDESA,,,
RWA,GRC,migrants,2010,103,personnes,UNDESA,,,
RWA,GRC,migrants,2015,96,personnes,UNDESA,,,
RWA,GRC,migrants,2020,97,personnes,UNDESA,,,
RWA,GRC,migrants,2024,103,personnes,UNDESA,,,
SOM,GRC,migrants,2000,66,personnes,UNDESA,,,
SOM,GRC,migrants,2005,412,personnes,UNDESA,,,
SOM,GRC,migrants,2010,785,personnes,UNDESA,,,
SOM,GRC,migrants,2015,739,personnes,UNDESA,,,
SOM,GRC,migrants,2020,3788,personnes,UNDESA,,,
SOM,GRC,migrants,2024,4024,personnes,UNDESA,,,
UGA,GRC,migrants,2000,93,personnes,UNDESA,,,
UGA,GRC,migrants,2005,118,personnes,UNDESA,,,
UGA,GRC,migrants,2010,148,personnes,UNDESA,,,
UGA,GRC,migrants,2015,138,personnes,UNDESA,,,
UGA,GRC,migrants,2020,140,personnes,UNDESA,,,
UGA,GRC,migrants,2024,149,personnes,UNDESA,,,
ZMB,GRC,migrants,2000,240,personnes,UNDESA,,,
ZMB,GRC,migrants,2005,242,personnes,UNDESA,,,
ZMB,GRC,migrants,2010,252,personnes,UNDESA,,,
ZMB,GRC,migrants,2015,237,personnes,UNDESA,,,
ZMB,GRC,migrants,2020,241,personnes,UNDESA,,,
ZMB,GRC,migrants,2024,256,personnes,UNDESA,,,
ZWE,GRC,migrants,2000,450,personnes,UNDESA,,,
ZWE,GRC,migrants,2005,440,personnes,UNDESA,,,
ZWE,GRC,migrants,2010,445,personnes,UNDESA,,,
ZWE,GRC,migrants,2015,418,personnes,UNDESA,,,
ZWE,GRC,migrants,2020,425,personnes,UNDESA,,,
ZWE,GRC,migrants,2024,451,personnes,UNDESA,,,
AGO,GRC,migrants,2000,19,personnes,UNDESA,,,
AGO,GRC,migrants,2005,14,personnes,UNDESA,,,
AGO,GRC,migrants,2010,9,personnes,UNDESA,,,
AGO,GRC,migrants,2015,8,personnes,UNDESA,,,
AGO,GRC,migrants,2020,11,personnes,UNDESA,,,
AGO,GRC,migrants,2024,12,personnes,UNDESA,,,
CMR,GRC,migrants,2000,434,personnes,UNDESA,,,
CMR,GRC,migrants,2005,453,personnes,UNDESA,,,
CMR,GRC,migrants,2010,490,personnes,UNDESA,,,
CMR,GRC,migrants,2015,460,personnes,UNDESA,,,
CMR,GRC,migrants,2020,1545,personnes,UNDESA,,,
CMR,GRC,migrants,2024,1641,personnes,UNDESA,,,
CAF,GRC,migrants,2000,91,personnes,UNDESA,,,
CAF,GRC,migrants,2005,247,personnes,UNDESA,,,
CAF,GRC,migrants,2010,417,personnes,UNDESA,,,
CAF,GRC,migrants,2015,392,personnes,UNDESA,,,
CAF,GRC,migrants,2020,399,personnes,UNDESA,,,
CAF,GRC,migrants,2024,424,personnes,UNDESA,,,
TCD,GRC,migrants,2000,24,personnes,UNDESA,,,
TCD,GRC,migrants,2005,22,personnes,UNDESA,,,
TCD,GRC,migrants,2010,19,personnes,UNDESA,,,
TCD,GRC,migrants,2015,17,personnes,UNDESA,,,
TCD,GRC,migrants,2020,16,personnes,UNDESA,,,
TCD,GRC,migrants,2024,17,personnes,UNDESA,,,
COG,GRC,migrants,2000,843,personnes,UNDESA,,,
COG,GRC,migrants,2005,1144,personnes,UNDESA,,,
COG,GRC,migrants,2010,1497,personnes,UNDESA,,,
COG,GRC,migrants,2015,1410,personnes,UNDESA,,,
COG,GRC,migrants,2020,1441,personnes,UNDESA,,,
COG,GRC,migrants,2024,1531,personnes,UNDESA,,,
COD,GRC,migrants,2000,1215,personnes,UNDESA,,,
COD,GRC,migrants,2005,715,personnes,UNDESA,,,
COD,GRC,migrants,2010,222,personnes,UNDESA,,,
COD,GRC,migrants,2015,208,personnes,UNDESA,,,
COD,GRC,migrants,2020,4772,personnes,UNDESA,,,
COD,GRC,migrants,2024,5069,personnes,UNDESA,,,
GNQ,GRC,migrants,2005,1,personnes,UNDESA,,,
GNQ,GRC,migrants,2010,1,personnes,UNDESA,,,
GNQ,GRC,migrants,2020,7,personnes,UNDESA,,,
GNQ,GRC,migrants,2024,7,personnes,UNDESA,,,
GAB,GRC,migrants,2000,45,personnes,UNDESA,,,
GAB,GRC,migrants,2005,27,personnes,UNDESA,,,
GAB,GRC,migrants,2010,8,personnes,UNDESA,,,
GAB,GRC,migrants,2015,7,personnes,UNDESA,,,
GAB,GRC,migrants,2020,5,personnes,UNDESA,,,
GAB,GRC,migrants,2024,5,personnes,UNDESA,,,
DZA,GRC,migrants,2000,317,personnes,UNDESA,,,
DZA,GRC,migrants,2005,722,personnes,UNDESA,,,
DZA,GRC,migrants,2010,1167,personnes,UNDESA,,,
DZA,GRC,migrants,2015,1099,personnes,UNDESA,,,
DZA,GRC,migrants,2020,407,personnes,UNDESA,,,
DZA,GRC,migrants,2024,432,personnes,UNDESA,,,
EGY,GRC,migrants,2000,32396,personnes,UNDESA,,,
EGY,GRC,migrants,2005,30642,personnes,UNDESA,,,
EGY,GRC,migrants,2010,29935,personnes,UNDESA,,,
EGY,GRC,migrants,2015,28209,personnes,UNDESA,,,
EGY,GRC,migrants,2020,28834,personnes,UNDESA,,,
EGY,GRC,migrants,2024,30630,personnes,UNDESA,,,
LBY,GRC,migrants,2000,587,personnes,UNDESA,,,
LBY,GRC,migrants,2005,621,personnes,UNDESA,,,
LBY,GRC,migrants,2010,679,personnes,UNDESA,,,
LBY,GRC,migrants,2015,639,personnes,UNDESA,,,
LBY,GRC,migrants,2020,652,personnes,UNDESA,,,
LBY,GRC,migrants,2024,693,personnes,UNDESA,,,
MAR,GRC,migrants,2000,795,personnes,UNDESA,,,
MAR,GRC,migrants,2005,1458,personnes,UNDESA,,,
MAR,GRC,migrants,2010,2198,personnes,UNDESA,,,
MAR,GRC,migrants,2015,2070,personnes,UNDESA,,,
MAR,GRC,migrants,2020,2114,personnes,UNDESA,,,
MAR,GRC,migrants,2024,2246,personnes,UNDESA,,,
SDN,GRC,migrants,2000,1404,personnes,UNDESA,,,
SDN,GRC,migrants,2005,1650,personnes,UNDESA,,,
SDN,GRC,migrants,2010,1965,personnes,UNDESA,,,
SDN,GRC,migrants,2015,1850,personnes,UNDESA,,,
SDN,GRC,migrants,2020,1889,personnes,UNDESA,,,
SDN,GRC,migrants,2024,2007,personnes,UNDESA,,,
TUN,GRC,migrants,2000,291,personnes,UNDESA,,,
TUN,GRC,migrants,2005,471,personnes,UNDESA,,,
TUN,GRC,migrants,2010,674,personnes,UNDESA,,,
TUN,GRC,migrants,2015,634,personnes,UNDESA,,,
TUN,GRC,migrants,2020,647,personnes,UNDESA,,,
TUN,GRC,migrants,2024,687,personnes,UNDESA,,,
BWA,GRC,migrants,2000,3,personnes,UNDESA,,,
BWA,GRC,migrants,2005,6,personnes,UNDESA,,,
BWA,GRC,migrants,2010,8,personnes,UNDESA,,,
BWA,GRC,migrants,2015,7,personnes,UNDESA,,,
BWA,GRC,migrants,2020,5,personnes,UNDESA,,,
BWA,GRC,migrants,2024,5,personnes,UNDESA,,,
LSO,GRC,migrants,2000,2,personnes,UNDESA,,,
LSO,GRC,migrants,2005,1,personnes,UNDESA,,,
NAM,GRC,migrants,2000,7,personnes,UNDESA,,,
NAM,GRC,migrants,2005,8,personnes,UNDESA,,,
NAM,GRC,migrants,2010,8,personnes,UNDESA,,,
NAM,GRC,migrants,2015,7,personnes,UNDESA,,,
NAM,GRC,migrants,2020,5,personnes,UNDESA,,,
NAM,GRC,migrants,2024,5,personnes,UNDESA,,,
ZAF,GRC,migrants,2000,5497,personnes,UNDESA,,,
ZAF,GRC,migrants,2005,6279,personnes,UNDESA,,,
ZAF,GRC,migrants,2010,7317,personnes,UNDESA,,,
ZAF,GRC,migrants,2015,6894,personnes,UNDESA,,,
ZAF,GRC,migrants,2020,7045,personnes,UNDESA,,,
ZAF,GRC,migrants,2024,7484,personnes,UNDESA,,,
BEN,GRC,migrants,2000,9,personnes,UNDESA,,,
BEN,GRC,migrants,2005,9,personnes,UNDESA,,,
BEN,GRC,migrants,2010,8,personnes,UNDESA,,,
BEN,GRC,migrants,2015,7,personnes,UNDESA,,,
BEN,GRC,migrants,2020,5,personnes,UNDESA,,,
BEN,GRC,migrants,2024,5,personnes,UNDESA,,,
BFA,GRC,migrants,2000,7,personnes,UNDESA,,,
BFA,GRC,migrants,2005,44,personnes,UNDESA,,,
BFA,GRC,migrants,2010,84,personnes,UNDESA,,,
BFA,GRC,migrants,2015,24,personnes,UNDESA,,,
BFA,GRC,migrants,2020,35,personnes,UNDESA,,,
BFA,GRC,migrants,2024,37,personnes,UNDESA,,,
CPV,GRC,migrants,2000,34,personnes,UNDESA,,,
CPV,GRC,migrants,2005,24,personnes,UNDESA,,,
CPV,GRC,migrants,2010,14,personnes,UNDESA,,,
CPV,GRC,migrants,2015,13,personnes,UNDESA,,,
CPV,GRC,migrants,2020,12,personnes,UNDESA,,,
CPV,GRC,migrants,2024,13,personnes,UNDESA,,,
CIV,GRC,migrants,2000,116,personnes,UNDESA,,,
CIV,GRC,migrants,2005,117,personnes,UNDESA,,,
CIV,GRC,migrants,2010,122,personnes,UNDESA,,,
CIV,GRC,migrants,2015,80,personnes,UNDESA,,,
CIV,GRC,migrants,2020,125,personnes,UNDESA,,,
CIV,GRC,migrants,2024,133,personnes,UNDESA,,,
GMB,GRC,migrants,2000,44,personnes,UNDESA,,,
GMB,GRC,migrants,2005,48,personnes,UNDESA,,,
GMB,GRC,migrants,2010,53,personnes,UNDESA,,,
GMB,GRC,migrants,2015,27,personnes,UNDESA,,,
GMB,GRC,migrants,2020,49,personnes,UNDESA,,,
GMB,GRC,migrants,2024,52,personnes,UNDESA,,,
GHA,GRC,migrants,2000,403,personnes,UNDESA,,,
GHA,GRC,migrants,2005,507,personnes,UNDESA,,,
GHA,GRC,migrants,2010,632,personnes,UNDESA,,,
GHA,GRC,migrants,2015,595,personnes,UNDESA,,,
GHA,GRC,migrants,2020,608,personnes,UNDESA,,,
GHA,GRC,migrants,2024,646,personnes,UNDESA,,,
GIN,GRC,migrants,2000,24,personnes,UNDESA,,,
GIN,GRC,migrants,2005,105,personnes,UNDESA,,,
GIN,GRC,migrants,2010,193,personnes,UNDESA,,,
GIN,GRC,migrants,2015,54,personnes,UNDESA,,,
GIN,GRC,migrants,2020,176,personnes,UNDESA,,,
GIN,GRC,migrants,2024,187,personnes,UNDESA,,,
GNB,GRC,migrants,2000,7,personnes,UNDESA,,,
GNB,GRC,migrants,2005,4,personnes,UNDESA,,,
GNB,GRC,migrants,2015,2,personnes,UNDESA,,,
LBR,GRC,migrants,2000,21,personnes,UNDESA,,,
LBR,GRC,migrants,2005,27,personnes,UNDESA,,,
LBR,GRC,migrants,2010,33,personnes,UNDESA,,,
LBR,GRC,migrants,2015,30,personnes,UNDESA,,,
LBR,GRC,migrants,2020,30,personnes,UNDESA,,,
LBR,GRC,migrants,2024,32,personnes,UNDESA,,,
MLI,GRC,migrants,2000,17,personnes,UNDESA,,,
MLI,GRC,migrants,2005,24,personnes,UNDESA,,,
MLI,GRC,migrants,2010,31,personnes,UNDESA,,,
MLI,GRC,migrants,2015,29,personnes,UNDESA,,,
MLI,GRC,migrants,2020,105,personnes,UNDESA,,,
MLI,GRC,migrants,2024,112,personnes,UNDESA,,,
NER,GRC,migrants,2000,75,personnes,UNDESA,,,
NER,GRC,migrants,2005,50,personnes,UNDESA,,,
NER,GRC,migrants,2010,26,personnes,UNDESA,,,
NER,GRC,migrants,2015,24,personnes,UNDESA,,,
NER,GRC,migrants,2020,23,personnes,UNDESA,,,
NER,GRC,migrants,2024,24,personnes,UNDESA,,,
NGA,GRC,migrants,2000,1872,personnes,UNDESA,,,
NGA,GRC,migrants,2005,2396,personnes,UNDESA,,,
NGA,GRC,migrants,2010,3026,personnes,UNDESA,,,
NGA,GRC,migrants,2015,2851,personnes,UNDESA,,,
NGA,GRC,migrants,2020,2914,personnes,UNDESA,,,
NGA,GRC,migrants,2024,3096,personnes,UNDESA,,,
SEN,GRC,migrants,2000,46,personnes,UNDESA,,,
SEN,GRC,migrants,2005,350,personnes,UNDESA,,,
SEN,GRC,migrants,2010,678,personnes,UNDESA,,,
SEN,GRC,migrants,2015,638,personnes,UNDESA,,,
SEN,GRC,migrants,2020,651,personnes,UNDESA,,,
SEN,GRC,migrants,2024,692,personnes,UNDESA,,,
SLE,GRC,migrants,2000,258,personnes,UNDESA,,,
SLE,GRC,migrants,2005,219,personnes,UNDESA,,,
SLE,GRC,migrants,2010,186,personnes,UNDESA,,,
SLE,GRC,migrants,2015,174,personnes,UNDESA,,,
SLE,GRC,migrants,2020,176,personnes,UNDESA,,,
SLE,GRC,migrants,2024,187,personnes,UNDESA,,,
TGO,GRC,migrants,2000,14,personnes,UNDESA,,,
TGO,GRC,migrants,2005,14,personnes,UNDESA,,,
TGO,GRC,migrants,2010,14,personnes,UNDESA,,,
TGO,GRC,migrants,2015,11,personnes,UNDESA,,,
TGO,GRC,migrants,2020,21,personnes,UNDESA,,,
TGO,GRC,migrants,2024,22,personnes,UNDESA,,,
KAZ,GRC,migrants,2000,24182,personnes,UNDESA,,,
KAZ,GRC,migrants,2005,25878,personnes,UNDESA,,,
KAZ,GRC,migrants,2010,28574,personnes,UNDESA,,,
KAZ,GRC,migrants,2015,26926,personnes,UNDESA,,,
KAZ,GRC,migrants,2020,27523,personnes,UNDESA,,,
KAZ,GRC,migrants,2024,29238,personnes,UNDESA,,,
KGZ,GRC,migrants,2000,211,personnes,UNDESA,,,
KGZ,GRC,migrants,2005,386,personnes,UNDESA,,,
KGZ,GRC,migrants,2010,580,personnes,UNDESA,,,
KGZ,GRC,migrants,2015,546,personnes,UNDESA,,,
KGZ,GRC,migrants,2020,557,personnes,UNDESA,,,
KGZ,GRC,migrants,2024,592,personnes,UNDESA,,,
TJK,GRC,migrants,2000,66,personnes,UNDESA,,,
TJK,GRC,migrants,2005,83,personnes,UNDESA,,,
TJK,GRC,migrants,2010,103,personnes,UNDESA,,,
TJK,GRC,migrants,2015,96,personnes,UNDESA,,,
TJK,GRC,migrants,2020,97,personnes,UNDESA,,,
TJK,GRC,migrants,2024,103,personnes,UNDESA,,,
UZB,GRC,migrants,2000,5167,personnes,UNDESA,,,
UZB,GRC,migrants,2005,6778,personnes,UNDESA,,,
UZB,GRC,migrants,2010,8784,personnes,UNDESA,,,
UZB,GRC,migrants,2015,8277,personnes,UNDESA,,,
UZB,GRC,migrants,2020,8459,personnes,UNDESA,,,
UZB,GRC,migrants,2024,8986,personnes,UNDESA,,,
CHN,GRC,migrants,2000,560,personnes,UNDESA,,,
CHN,GRC,migrants,2005,2015,personnes,UNDESA,,,
CHN,GRC,migrants,2010,3596,personnes,UNDESA,,,
CHN,GRC,migrants,2015,3388,personnes,UNDESA,,,
CHN,GRC,migrants,2020,3462,personnes,UNDESA,,,
CHN,GRC,migrants,2024,3678,personnes,UNDESA,,,
HKG,GRC,migrants,2000,51,personnes,UNDESA,,,
HKG,GRC,migrants,2005,26,personnes,UNDESA,,,
PRK,GRC,migrants,2000,11,personnes,UNDESA,,,
PRK,GRC,migrants,2005,23,personnes,UNDESA,,,
PRK,GRC,migrants,2010,36,personnes,UNDESA,,,
PRK,GRC,migrants,2015,33,personnes,UNDESA,,,
PRK,GRC,migrants,2020,33,personnes,UNDESA,,,
PRK,GRC,migrants,2024,35,personnes,UNDESA,,,
JPN,GRC,migrants,2000,555,personnes,UNDESA,,,
JPN,GRC,migrants,2005,538,personnes,UNDESA,,,
JPN,GRC,migrants,2010,539,personnes,UNDESA,,,
JPN,GRC,migrants,2015,507,personnes,UNDESA,,,
JPN,GRC,migrants,2020,518,personnes,UNDESA,,,
JPN,GRC,migrants,2024,550,personnes,UNDESA,,,
MNG,GRC,migrants,2000,12,personnes,UNDESA,,,
MNG,GRC,migrants,2005,10,personnes,UNDESA,,,
MNG,GRC,migrants,2010,8,personnes,UNDESA,,,
MNG,GRC,migrants,2015,7,personnes,UNDESA,,,
MNG,GRC,migrants,2020,5,personnes,UNDESA,,,
MNG,GRC,migrants,2024,5,personnes,UNDESA,,,
KOR,GRC,migrants,2000,202,personnes,UNDESA,,,
KOR,GRC,migrants,2005,209,personnes,UNDESA,,,
KOR,GRC,migrants,2010,224,personnes,UNDESA,,,
KOR,GRC,migrants,2015,210,personnes,UNDESA,,,
KOR,GRC,migrants,2020,213,personnes,UNDESA,,,
KOR,GRC,migrants,2024,226,personnes,UNDESA,,,
AFG,GRC,migrants,2000,331,personnes,UNDESA,,,
AFG,GRC,migrants,2005,3401,personnes,UNDESA,,,
AFG,GRC,migrants,2010,6704,personnes,UNDESA,,,
AFG,GRC,migrants,2015,5810,personnes,UNDESA,,,
AFG,GRC,migrants,2020,45293,personnes,UNDESA,,,
AFG,GRC,migrants,2024,48116,personnes,UNDESA,,,
BGD,GRC,migrants,2000,4694,personnes,UNDESA,,,
BGD,GRC,migrants,2005,7361,personnes,UNDESA,,,
BGD,GRC,migrants,2010,10390,personnes,UNDESA,,,
BGD,GRC,migrants,2015,9791,personnes,UNDESA,,,
BGD,GRC,migrants,2020,2851,personnes,UNDESA,,,
BGD,GRC,migrants,2024,3029,personnes,UNDESA,,,
BTN,GRC,migrants,2000,3,personnes,UNDESA,,,
BTN,GRC,migrants,2005,3,personnes,UNDESA,,,
BTN,GRC,migrants,2010,2,personnes,UNDESA,,,
BTN,GRC,migrants,2015,1,personnes,UNDESA,,,
IND,GRC,migrants,2000,6983,personnes,UNDESA,,,
IND,GRC,migrants,2005,8679,personnes,UNDESA,,,
IND,GRC,migrants,2010,10751,personnes,UNDESA,,,
IND,GRC,migrants,2015,10130,personnes,UNDESA,,,
IND,GRC,migrants,2020,10353,personnes,UNDESA,,,
IND,GRC,migrants,2024,10998,personnes,UNDESA,,,
IRN,GRC,migrants,2000,1279,personnes,UNDESA,,,
IRN,GRC,migrants,2005,1613,personnes,UNDESA,,,
IRN,GRC,migrants,2010,2017,personnes,UNDESA,,,
IRN,GRC,migrants,2015,1900,personnes,UNDESA,,,
IRN,GRC,migrants,2020,4684,personnes,UNDESA,,,
IRN,GRC,migrants,2024,4976,personnes,UNDESA,,,
MDV,GRC,migrants,2000,4,personnes,UNDESA,,,
MDV,GRC,migrants,2005,4,personnes,UNDESA,,,
MDV,GRC,migrants,2010,3,personnes,UNDESA,,,
MDV,GRC,migrants,2015,2,personnes,UNDESA,,,
NPL,GRC,migrants,2000,14,personnes,UNDESA,,,
NPL,GRC,migrants,2005,33,personnes,UNDESA,,,
NPL,GRC,migrants,2010,53,personnes,UNDESA,,,
NPL,GRC,migrants,2015,49,personnes,UNDESA,,,
NPL,GRC,migrants,2020,66,personnes,UNDESA,,,
NPL,GRC,migrants,2024,70,personnes,UNDESA,,,
PAK,GRC,migrants,2000,10780,personnes,UNDESA,,,
PAK,GRC,migrants,2005,21381,personnes,UNDESA,,,
PAK,GRC,migrants,2010,33141,personnes,UNDESA,,,
PAK,GRC,migrants,2015,31230,personnes,UNDESA,,,
PAK,GRC,migrants,2020,8823,personnes,UNDESA,,,
PAK,GRC,migrants,2024,9373,personnes,UNDESA,,,
LKA,GRC,migrants,2000,811,personnes,UNDESA,,,
LKA,GRC,migrants,2005,860,personnes,UNDESA,,,
LKA,GRC,migrants,2010,941,personnes,UNDESA,,,
LKA,GRC,migrants,2015,886,personnes,UNDESA,,,
LKA,GRC,migrants,2020,904,personnes,UNDESA,,,
LKA,GRC,migrants,2024,960,personnes,UNDESA,,,
KHM,GRC,migrants,2000,10,personnes,UNDESA,,,
KHM,GRC,migrants,2005,16,personnes,UNDESA,,,
KHM,GRC,migrants,2010,22,personnes,UNDESA,,,
KHM,GRC,migrants,2015,20,personnes,UNDESA,,,
KHM,GRC,migrants,2020,19,personnes,UNDESA,,,
KHM,GRC,migrants,2024,20,personnes,UNDESA,,,
IDN,GRC,migrants,2000,259,personnes,UNDESA,,,
IDN,GRC,migrants,2005,356,personnes,UNDESA,,,
IDN,GRC,migrants,2010,470,personnes,UNDESA,,,
IDN,GRC,migrants,2015,442,personnes,UNDESA,,,
IDN,GRC,migrants,2020,450,personnes,UNDESA,,,
IDN,GRC,migrants,2024,478,personnes,UNDESA,,,
LAO,GRC,migrants,2000,6,personnes,UNDESA,,,
LAO,GRC,migrants,2005,24,personnes,UNDESA,,,
LAO,GRC,migrants,2010,43,personnes,UNDESA,,,
LAO,GRC,migrants,2015,40,personnes,UNDESA,,,
LAO,GRC,migrants,2020,40,personnes,UNDESA,,,
LAO,GRC,migrants,2024,42,personnes,UNDESA,,,
MYS,GRC,migrants,2000,47,personnes,UNDESA,,,
MYS,GRC,migrants,2005,56,personnes,UNDESA,,,
MYS,GRC,migrants,2010,66,personnes,UNDESA,,,
MYS,GRC,migrants,2015,61,personnes,UNDESA,,,
MYS,GRC,migrants,2020,61,personnes,UNDESA,,,
MYS,GRC,migrants,2024,65,personnes,UNDESA,,,
MMR,GRC,migrants,2000,21,personnes,UNDESA,,,
MMR,GRC,migrants,2005,21,personnes,UNDESA,,,
MMR,GRC,migrants,2010,20,personnes,UNDESA,,,
MMR,GRC,migrants,2015,24,personnes,UNDESA,,,
MMR,GRC,migrants,2020,95,personnes,UNDESA,,,
MMR,GRC,migrants,2024,101,personnes,UNDESA,,,
PHL,GRC,migrants,2000,6061,personnes,UNDESA,,,
PHL,GRC,migrants,2005,7359,personnes,UNDESA,,,
PHL,GRC,migrants,2010,8970,personnes,UNDESA,,,
PHL,GRC,migrants,2015,8452,personnes,UNDESA,,,
PHL,GRC,migrants,2020,8638,personnes,UNDESA,,,
PHL,GRC,migrants,2024,9176,personnes,UNDESA,,,
SGP,GRC,migrants,2000,70,personnes,UNDESA,,,
SGP,GRC,migrants,2005,77,personnes,UNDESA,,,
SGP,GRC,migrants,2010,87,personnes,UNDESA,,,
SGP,GRC,migrants,2015,81,personnes,UNDESA,,,
SGP,GRC,migrants,2020,83,personnes,UNDESA,,,
SGP,GRC,migrants,2024,88,personnes,UNDESA,,,
THA,GRC,migrants,2000,322,personnes,UNDESA,,,
THA,GRC,migrants,2005,354,personnes,UNDESA,,,
THA,GRC,migrants,2010,400,personnes,UNDESA,,,
THA,GRC,migrants,2015,376,personnes,UNDESA,,,
THA,GRC,migrants,2020,383,personnes,UNDESA,,,
THA,GRC,migrants,2024,407,personnes,UNDESA,,,
VNM,GRC,migrants,2000,224,personnes,UNDESA,,,
VNM,GRC,migrants,2005,220,personnes,UNDESA,,,
VNM,GRC,migrants,2010,223,personnes,UNDESA,,,
VNM,GRC,migrants,2015,209,personnes,UNDESA,,,
VNM,GRC,migrants,2020,212,personnes,UNDESA,,,
VNM,GRC,migrants,2024,225,personnes,UNDESA,,,
CYP,GRC,migrants,2000,22334,personnes,UNDESA,,,
CYP,GRC,migrants,2005,22208,personnes,UNDESA,,,
CYP,GRC,migrants,2010,22882,personnes,UNDESA,,,
CYP,GRC,migrants,2015,21562,personnes,UNDESA,,,
CYP,GRC,migrants,2020,22039,personnes,UNDESA,,,
CYP,GRC,migrants,2024,23412,personnes,UNDESA,,,
GEO,GRC,migrants,2000,71047,personnes,UNDESA,,,
GEO,GRC,migrants,2005,78132,personnes,UNDESA,,,
GEO,GRC,migrants,2010,88308,personnes,UNDESA,,,
GEO,GRC,migrants,2015,83218,personnes,UNDESA,,,
GEO,GRC,migrants,2020,85065,personnes,UNDESA,,,
GEO,GRC,migrants,2024,90365,personnes,UNDESA,,,
IRQ,GRC,migrants,2000,6875,personnes,UNDESA,,,
IRQ,GRC,migrants,2005,5303,personnes,UNDESA,,,
IRQ,GRC,migrants,2010,9200,personnes,UNDESA,,,
IRQ,GRC,migrants,2015,4745,personnes,UNDESA,,,
IRQ,GRC,migrants,2020,16897,personnes,UNDESA,,,
IRQ,GRC,migrants,2024,17950,personnes,UNDESA,,,
ISR,GRC,migrants,2000,667,personnes,UNDESA,,,
ISR,GRC,migrants,2005,698,personnes,UNDESA,,,
ISR,GRC,migrants,2010,754,personnes,UNDESA,,,
ISR,GRC,migrants,2015,710,personnes,UNDESA,,,
ISR,GRC,migrants,2020,725,personnes,UNDESA,,,
ISR,GRC,migrants,2024,770,personnes,UNDESA,,,
JOR,GRC,migrants,2000,813,personnes,UNDESA,,,
JOR,GRC,migrants,2005,822,personnes,UNDESA,,,
JOR,GRC,migrants,2010,861,personnes,UNDESA,,,
JOR,GRC,migrants,2015,810,personnes,UNDESA,,,
JOR,GRC,migrants,2020,827,personnes,UNDESA,,,
JOR,GRC,migrants,2024,879,personnes,UNDESA,,,
KWT,GRC,migrants,2000,147,personnes,UNDESA,,,
KWT,GRC,migrants,2005,145,personnes,UNDESA,,,
KWT,GRC,migrants,2010,148,personnes,UNDESA,,,
KWT,GRC,migrants,2015,138,personnes,UNDESA,,,
KWT,GRC,migrants,2020,263,personnes,UNDESA,,,
KWT,GRC,migrants,2024,279,personnes,UNDESA,,,
LBN,GRC,migrants,2000,2207,personnes,UNDESA,,,
LBN,GRC,migrants,2005,2152,personnes,UNDESA,,,
LBN,GRC,migrants,2010,2173,personnes,UNDESA,,,
LBN,GRC,migrants,2015,2047,personnes,UNDESA,,,
LBN,GRC,migrants,2020,2092,personnes,UNDESA,,,
LBN,GRC,migrants,2024,2222,personnes,UNDESA,,,
OMN,GRC,migrants,2000,3,personnes,UNDESA,,,
OMN,GRC,migrants,2005,4,personnes,UNDESA,,,
OMN,GRC,migrants,2010,5,personnes,UNDESA,,,
