country_iso3,indicator,year,value,unit,source,subcategory
USA,mineraux_reserves,2024,3.5,kt,MCS USGS,molybdene
ARG,mineraux_reserves,2024,0.1,kt,MCS USGS,molybdene
ARM,mineraux_production,2023,7.6,kt,MCS USGS,molybdene
ARM,mineraux_production,2024,8.0,kt,MCS USGS,molybdene
ARM,mineraux_reserves,2024,0.15,kt,MCS USGS,molybdene
AUS,mineraux_production,2023,0.66,kt,MCS USGS,molybdene
AUS,mineraux_production,2024,1.0,kt,MCS USGS,molybdene
AUS,mineraux_reserves,2024,0.69,kt,MCS USGS,molybdene
CAN,mineraux_production,2023,1.15,kt,MCS USGS,molybdene
CAN,mineraux_production,2024,1.2,kt,MCS USGS,molybdene
CAN,mineraux_reserves,2024,0.064,kt,MCS USGS,molybdene
CHL,mineraux_production,2023,44.1,kt,MCS USGS,molybdene
CHL,mineraux_production,2024,38.0,kt,MCS USGS,molybdene
CHL,mineraux_reserves,2024,1.4,kt,MCS USGS,molybdene
CHN,mineraux_production,2023,96.0,kt,MCS USGS,molybdene
CHN,mineraux_production,2024,110.0,kt,MCS USGS,molybdene
CHN,mineraux_reserves,2024,5.9,kt,MCS USGS,molybdene
IRN,mineraux_production,2023,2.5,kt,MCS USGS,molybdene
IRN,mineraux_production,2024,3.0,kt,MCS USGS,molybdene
IRN,mineraux_reserves,2024,0.043,kt,MCS USGS,molybdene
KAZ,mineraux_production,2023,3.73,kt,MCS USGS,molybdene
KAZ,mineraux_production,2024,3.9,kt,MCS USGS,molybdene
KAZ,mineraux_reserves,2024,0.007,kt,MCS USGS,molybdene
PRK,mineraux_production,2023,0.4,kt,MCS USGS,molybdene
PRK,mineraux_production,2024,0.7,kt,MCS USGS,molybdene
KOR,mineraux_production,2023,0.339,kt,MCS USGS,molybdene
KOR,mineraux_production,2024,0.3,kt,MCS USGS,molybdene
KOR,mineraux_reserves,2024,0.008,kt,MCS USGS,molybdene
MEX,mineraux_production,2023,17.5,kt,MCS USGS,molybdene
MEX,mineraux_production,2024,17.0,kt,MCS USGS,molybdene
MEX,mineraux_reserves,2024,0.13,kt,MCS USGS,molybdene
MNG,mineraux_production,2023,3.16,kt,MCS USGS,molybdene
MNG,mineraux_production,2024,3.1,kt,MCS USGS,molybdene
MNG,mineraux_reserves,2024,0.01,kt,MCS USGS,molybdene
PER,mineraux_production,2023,33.5,kt,MCS USGS,molybdene
PER,mineraux_production,2024,41.0,kt,MCS USGS,molybdene
PER,mineraux_reserves,2024,1.9,kt,MCS USGS,molybdene
RUS,mineraux_production,2023,1.7,kt,MCS USGS,molybdene
RUS,mineraux_production,2024,1.7,kt,MCS USGS,molybdene
RUS,mineraux_reserves,2024,1.1,kt,MCS USGS,molybdene
UZB,mineraux_production,2023,1.7,kt,MCS USGS,molybdene
UZB,mineraux_production,2024,1.7,kt,MCS USGS,molybdene
UZB,mineraux_reserves,2024,0.021,kt,MCS USGS,molybdene
USA,mineraux_production,2023,16.4,kt,MCS USGS,nickel
USA,mineraux_production,2024,8.0,kt,MCS USGS,nickel
USA,mineraux_reserves,2024,310.0,kt,MCS USGS,nickel
AUS,mineraux_production,2023,149.0,kt,MCS USGS,nickel
AUS,mineraux_production,2024,110.0,kt,MCS USGS,nickel
AUS,mineraux_reserves,2024,24000.0,kt,MCS USGS,nickel
BRA,mineraux_production,2023,82.7,kt,MCS USGS,nickel
BRA,mineraux_production,2024,77.0,kt,MCS USGS,nickel
BRA,mineraux_reserves,2024,16000.0,kt,MCS USGS,nickel
CAN,mineraux_production,2023,159.0,kt,MCS USGS,nickel
CAN,mineraux_production,2024,190.0,kt,MCS USGS,nickel
CAN,mineraux_reserves,2024,2200.0,kt,MCS USGS,nickel
CHN,mineraux_production,2023,117.0,kt,MCS USGS,nickel
CHN,mineraux_production,2024,120.0,kt,MCS USGS,nickel
CHN,mineraux_reserves,2024,4400.0,kt,MCS USGS,nickel
IDN,mineraux_production,2023,2030.0,kt,MCS USGS,nickel
IDN,mineraux_production,2024,2200.0,kt,MCS USGS,nickel
IDN,mineraux_reserves,2024,55000.0,kt,MCS USGS,nickel
NCL,mineraux_production,2023,231.0,kt,MCS USGS,nickel
NCL,mineraux_production,2024,110.0,kt,MCS USGS,nickel
NCL,mineraux_reserves,2024,7100.0,kt,MCS USGS,nickel
PHL,mineraux_production,2023,413.0,kt,MCS USGS,nickel
PHL,mineraux_production,2024,330.0,kt,MCS USGS,nickel
PHL,mineraux_reserves,2024,4800.0,kt,MCS USGS,nickel
RUS,mineraux_production,2023,210.0,kt,MCS USGS,nickel
RUS,mineraux_production,2024,210.0,kt,MCS USGS,nickel
RUS,mineraux_reserves,2024,8300.0,kt,MCS USGS,nickel
USA,mineraux_reserves,2024,210.0,kt,MCS USGS,niobium
BRA,mineraux_production,2023,102.0,kt,MCS USGS,niobium
BRA,mineraux_production,2024,100.0,kt,MCS USGS,niobium
BRA,mineraux_reserves,2024,16000.0,kt,MCS USGS,niobium
CAN,mineraux_production,2023,6.7,kt,MCS USGS,niobium
CAN,mineraux_production,2024,7.1,kt,MCS USGS,niobium
CAN,mineraux_reserves,2024,1600.0,kt,MCS USGS,niobium
COD,mineraux_production,2023,0.74,kt,MCS USGS,niobium
COD,mineraux_production,2024,0.7,kt,MCS USGS,niobium
RUS,mineraux_production,2023,0.353,kt,MCS USGS,niobium
RUS,mineraux_production,2024,0.35,kt,MCS USGS,niobium
RWA,mineraux_production,2023,0.21,kt,MCS USGS,niobium
RWA,mineraux_production,2024,0.2,kt,MCS USGS,niobium
USA,mineraux_production,2023,0.0103,kt,MCS USGS,pgm
USA,mineraux_production,2024,0.008,kt,MCS USGS,pgm
USA,mineraux_reserves,2024,0.82,kt,MCS USGS,pgm
CAN,mineraux_production,2023,0.0161,kt,MCS USGS,pgm
CAN,mineraux_production,2024,0.015,kt,MCS USGS,pgm
CAN,mineraux_reserves,2024,0.31,kt,MCS USGS,pgm
RUS,mineraux_production,2023,0.087,kt,MCS USGS,pgm
RUS,mineraux_production,2024,0.075,kt,MCS USGS,pgm
RUS,mineraux_reserves,2024,16.0,kt,MCS USGS,pgm
ZAF,mineraux_production,2023,0.0749,kt,MCS USGS,pgm
ZAF,mineraux_production,2024,0.072,kt,MCS USGS,pgm
ZAF,mineraux_reserves,2024,63.0,kt,MCS USGS,pgm
ZWE,mineraux_production,2023,0.0159,kt,MCS USGS,pgm
ZWE,mineraux_production,2024,0.015,kt,MCS USGS,pgm
ZWE,mineraux_reserves,2024,1.2,kt,MCS USGS,pgm
USA,mineraux_production,2023,0.00304,kt,MCS USGS,pgm
USA,mineraux_production,2024,0.002,kt,MCS USGS,pgm
CAN,mineraux_production,2023,0.00517,kt,MCS USGS,pgm
CAN,mineraux_production,2024,0.0052,kt,MCS USGS,pgm
RUS,mineraux_production,2023,0.021,kt,MCS USGS,pgm
RUS,mineraux_production,2024,0.018,kt,MCS USGS,pgm
ZAF,mineraux_production,2023,0.125,kt,MCS USGS,pgm
ZAF,mineraux_production,2024,0.12,kt,MCS USGS,pgm
ZWE,mineraux_production,2023,0.0192,kt,MCS USGS,pgm
ZWE,mineraux_production,2024,0.019,kt,MCS USGS,pgm
USA,mineraux_production,2023,41.6,kt,MCS USGS,terres_rares
USA,mineraux_production,2024,45.0,kt,MCS USGS,terres_rares
USA,mineraux_reserves,2024,1900.0,kt,MCS USGS,terres_rares
AUS,mineraux_production,2023,16.0,kt,MCS USGS,terres_rares
AUS,mineraux_production,2024,13.0,kt,MCS USGS,terres_rares
AUS,mineraux_reserves,2024,5700.0,kt,MCS USGS,terres_rares
BRA,mineraux_production,2023,0.14,kt,MCS USGS,terres_rares
BRA,mineraux_production,2024,0.02,kt,MCS USGS,terres_rares
BRA,mineraux_reserves,2024,21000.0,kt,MCS USGS,terres_rares
MMR,mineraux_production,2023,43.0,kt,MCS USGS,terres_rares
MMR,mineraux_production,2024,31.0,kt,MCS USGS,terres_rares
CAN,mineraux_reserves,2024,830.0,kt,MCS USGS,terres_rares
CHN,mineraux_production,2023,255.0,kt,MCS USGS,terres_rares
CHN,mineraux_production,2024,270.0,kt,MCS USGS,terres_rares
CHN,mineraux_reserves,2024,44000.0,kt,MCS USGS,terres_rares
GRL,mineraux_reserves,2024,1500.0,kt,MCS USGS,terres_rares
IND,mineraux_production,2023,2.9,kt,MCS USGS,terres_rares
IND,mineraux_production,2024,2.9,kt,MCS USGS,terres_rares
IND,mineraux_reserves,2024,6900.0,kt,MCS USGS,terres_rares
MDG,mineraux_production,2023,2.1,kt,MCS USGS,terres_rares
MDG,mineraux_production,2024,2.0,kt,MCS USGS,terres_rares
MYS,mineraux_production,2023,0.31,kt,MCS USGS,terres_rares
MYS,mineraux_production,2024,0.13,kt,MCS USGS,terres_rares
NGA,mineraux_production,2023,7.2,kt,MCS USGS,terres_rares
NGA,mineraux_production,2024,13.0,kt,MCS USGS,terres_rares
RUS,mineraux_production,2023,2.5,kt,MCS USGS,terres_rares
RUS,mineraux_production,2024,2.5,kt,MCS USGS,terres_rares
RUS,mineraux_reserves,2024,3800.0,kt,MCS USGS,terres_rares
ZAF,mineraux_reserves,2024,860.0,kt,MCS USGS,terres_rares
TZA,mineraux_reserves,2024,890.0,kt,MCS USGS,terres_rares
THA,mineraux_production,2023,3.6,kt,MCS USGS,terres_rares
THA,mineraux_production,2024,13.0,kt,MCS USGS,terres_rares
THA,mineraux_reserves,2024,4.5,kt,MCS USGS,terres_rares
VNM,mineraux_production,2023,0.3,kt,MCS USGS,terres_rares
VNM,mineraux_production,2024,0.3,kt,MCS USGS,terres_rares
VNM,mineraux_reserves,2024,3500.0,kt,MCS USGS,terres_rares
USA,mineraux_production,2023,1.02,kt,MCS USGS,argent
USA,mineraux_production,2024,1.1,kt,MCS USGS,argent
USA,mineraux_reserves,2024,23.0,kt,MCS USGS,argent
ARG,mineraux_production,2023,0.808,kt,MCS USGS,argent
ARG,mineraux_production,2024,0.8,kt,MCS USGS,argent
ARG,mineraux_reserves,2024,6.5,kt,MCS USGS,argent
AUS,mineraux_production,2023,1.03,kt,MCS USGS,argent
AUS,mineraux_production,2024,1.0,kt,MCS USGS,argent
AUS,mineraux_reserves,2024,94.0,kt,MCS USGS,argent
BOL,mineraux_production,2023,1.35,kt,MCS USGS,argent
BOL,mineraux_production,2024,1.3,kt,MCS USGS,argent
BOL,mineraux_reserves,2024,22.0,kt,MCS USGS,argent
CHL,mineraux_production,2023,1.26,kt,MCS USGS,argent
CHL,mineraux_production,2024,1.2,kt,MCS USGS,argent
CHL,mineraux_reserves,2024,26.0,kt,MCS USGS,argent
CAN,mineraux_production,2023,0.306,kt,MCS USGS,argent
CAN,mineraux_production,2024,0.3,kt,MCS USGS,argent
CAN,mineraux_reserves,2024,4.9,kt,MCS USGS,argent
CHN,mineraux_production,2023,3.4,kt,MCS USGS,argent
CHN,mineraux_production,2024,3.3,kt,MCS USGS,argent
CHN,mineraux_reserves,2024,70.0,kt,MCS USGS,argent
IND,mineraux_production,2023,0.813,kt,MCS USGS,argent
IND,mineraux_production,2024,0.8,kt,MCS USGS,argent
IND,mineraux_reserves,2024,8.0,kt,MCS USGS,argent
KAZ,mineraux_production,2023,0.985,kt,MCS USGS,argent
KAZ,mineraux_production,2024,1.0,kt,MCS USGS,argent
MEX,mineraux_production,2023,6.29,kt,MCS USGS,argent
MEX,mineraux_production,2024,6.3,kt,MCS USGS,argent
MEX,mineraux_reserves,2024,37.0,kt,MCS USGS,argent
PER,mineraux_production,2023,3.2,kt,MCS USGS,argent
PER,mineraux_production,2024,3.1,kt,MCS USGS,argent
PER,mineraux_reserves,2024,140.0,kt,MCS USGS,argent
POL,mineraux_production,2023,1.32,kt,MCS USGS,argent
POL,mineraux_production,2024,1.3,kt,MCS USGS,argent
POL,mineraux_reserves,2024,61.0,kt,MCS USGS,argent
RUS,mineraux_production,2023,1.24,kt,MCS USGS,argent
RUS,mineraux_production,2024,1.2,kt,MCS USGS,argent
RUS,mineraux_reserves,2024,92.0,kt,MCS USGS,argent
SWE,mineraux_production,2023,0.404,kt,MCS USGS,argent
SWE,mineraux_production,2024,0.4,kt,MCS USGS,argent
AUS,mineraux_production,2023,9.85,kt,MCS USGS,etain
AUS,mineraux_production,2024,9.9,kt,MCS USGS,etain
AUS,mineraux_reserves,2024,620.0,kt,MCS USGS,etain
BOL,mineraux_production,2023,18.7,kt,MCS USGS,etain
BOL,mineraux_production,2024,21.0,kt,MCS USGS,etain
BOL,mineraux_reserves,2024,400.0,kt,MCS USGS,etain
BRA,mineraux_production,2023,29.3,kt,MCS USGS,etain
BRA,mineraux_production,2024,29.0,kt,MCS USGS,etain
BRA,mineraux_reserves,2024,420.0,kt,MCS USGS,etain
MMR,mineraux_production,2023,34.0,kt,MCS USGS,etain
MMR,mineraux_production,2024,34.0,kt,MCS USGS,etain
MMR,mineraux_reserves,2024,700.0,kt,MCS USGS,etain
CHN,mineraux_production,2023,70.0,kt,MCS USGS,etain
CHN,mineraux_production,2024,69.0,kt,MCS USGS,etain
CHN,mineraux_reserves,2024,1000.0,kt,MCS USGS,etain
COD,mineraux_production,2023,20.0,kt,MCS USGS,etain
COD,mineraux_production,2024,25.0,kt,MCS USGS,etain
COD,mineraux_reserves,2024,120.0,kt,MCS USGS,etain
IDN,mineraux_production,2023,69.0,kt,MCS USGS,etain
IDN,mineraux_production,2024,50.0,kt,MCS USGS,etain
LAO,mineraux_production,2023,1.7,kt,MCS USGS,etain
LAO,mineraux_production,2024,1.5,kt,MCS USGS,etain
MYS,mineraux_production,2023,3.77,kt,MCS USGS,etain
MYS,mineraux_production,2024,3.0,kt,MCS USGS,etain
NGA,mineraux_production,2023,7.0,kt,MCS USGS,etain
NGA,mineraux_production,2024,7.0,kt,MCS USGS,etain
PER,mineraux_production,2023,26.2,kt,MCS USGS,etain
PER,mineraux_production,2024,31.0,kt,MCS USGS,etain
PER,mineraux_reserves,2024,130.0,kt,MCS USGS,etain
RUS,mineraux_production,2023,2.7,kt,MCS USGS,etain
RUS,mineraux_production,2024,3.0,kt,MCS USGS,etain
RUS,mineraux_reserves,2024,460.0,kt,MCS USGS,etain
RWA,mineraux_production,2023,3.6,kt,MCS USGS,etain
RWA,mineraux_production,2024,3.6,kt,MCS USGS,etain
VNM,mineraux_production,2023,7.6,kt,MCS USGS,etain
VNM,mineraux_production,2024,6.7,kt,MCS USGS,etain
VNM,mineraux_reserves,2024,23.0,kt,MCS USGS,etain
AUS,mineraux_production,2023,0.43,kt,MCS USGS,tungstene
AUS,mineraux_production,2024,1.0,kt,MCS USGS,tungstene
AUS,mineraux_reserves,2024,570.0,kt,MCS USGS,tungstene
AUT,mineraux_production,2023,0.85,kt,MCS USGS,tungstene
AUT,mineraux_production,2024,0.8,kt,MCS USGS,tungstene
AUT,mineraux_reserves,2024,10.0,kt,MCS USGS,tungstene
BOL,mineraux_production,2023,1.5,kt,MCS USGS,tungstene
BOL,mineraux_production,2024,1.6,kt,MCS USGS,tungstene
CHN,mineraux_production,2023,66.0,kt,MCS USGS,tungstene
CHN,mineraux_production,2024,67.0,kt,MCS USGS,tungstene
CHN,mineraux_reserves,2024,2400.0,kt,MCS USGS,tungstene
PRK,mineraux_production,2023,1.6,kt,MCS USGS,tungstene
PRK,mineraux_production,2024,1.7,kt,MCS USGS,tungstene
PRK,mineraux_reserves,2024,29.0,kt,MCS USGS,tungstene
PRT,mineraux_production,2023,0.45,kt,MCS USGS,tungstene
PRT,mineraux_production,2024,0.5,kt,MCS USGS,tungstene
PRT,mineraux_reserves,2024,3.4,kt,MCS USGS,tungstene
RUS,mineraux_production,2023,2.0,kt,MCS USGS,tungstene
RUS,mineraux_production,2024,2.0,kt,MCS USGS,tungstene
RUS,mineraux_reserves,2024,400.0,kt,MCS USGS,tungstene
RWA,mineraux_production,2023,1.2,kt,MCS USGS,tungstene
RWA,mineraux_production,2024,1.2,kt,MCS USGS,tungstene
ESP,mineraux_production,2023,0.65,kt,MCS USGS,tungstene
ESP,mineraux_production,2024,0.7,kt,MCS USGS,tungstene
ESP,mineraux_reserves,2024,66.0,kt,MCS USGS,tungstene
VNM,mineraux_production,2023,3.5,kt,MCS USGS,tungstene
VNM,mineraux_production,2024,3.4,kt,MCS USGS,tungstene
VNM,mineraux_reserves,2024,140.0,kt,MCS USGS,tungstene
USA,mineraux_reserves,2024,0.045,kt,MCS USGS,vanadium
AUS,mineraux_reserves,2024,8.5,kt,MCS USGS,vanadium
BRA,mineraux_production,2023,5.42,kt,MCS USGS,vanadium
BRA,mineraux_production,2024,5.0,kt,MCS USGS,vanadium
BRA,mineraux_reserves,2024,0.12,kt,MCS USGS,vanadium
CHN,mineraux_production,2023,70.0,kt,MCS USGS,vanadium
CHN,mineraux_production,2024,70.0,kt,MCS USGS,vanadium
CHN,mineraux_reserves,2024,4.1,kt,MCS USGS,vanadium
RUS,mineraux_production,2023,20.0,kt,MCS USGS,vanadium
RUS,mineraux_production,2024,20.0,kt,MCS USGS,vanadium
RUS,mineraux_reserves,2024,5.0,kt,MCS USGS,vanadium
ZAF,mineraux_production,2023,8.67,kt,MCS USGS,vanadium
ZAF,mineraux_production,2024,8.0,kt,MCS USGS,vanadium
ZAF,mineraux_reserves,2024,0.43,kt,MCS USGS,vanadium
USA,mineraux_production,2023,767.0,kt,MCS USGS,zinc
USA,mineraux_production,2024,750.0,kt,MCS USGS,zinc
USA,mineraux_reserves,2024,9200.0,kt,MCS USGS,zinc
AUS,mineraux_production,2023,1090.0,kt,MCS USGS,zinc
AUS,mineraux_production,2024,1100.0,kt,MCS USGS,zinc
AUS,mineraux_reserves,2024,64000.0,kt,MCS USGS,zinc
BOL,mineraux_production,2023,492.0,kt,MCS USGS,zinc
BOL,mineraux_production,2024,510.0,kt,MCS USGS,zinc
CHN,mineraux_production,2023,4060.0,kt,MCS USGS,zinc
CHN,mineraux_production,2024,4000.0,kt,MCS USGS,zinc
CHN,mineraux_reserves,2024,46000.0,kt,MCS USGS,zinc
IND,mineraux_production,2023,854.0,kt,MCS USGS,zinc
IND,mineraux_production,2024,860.0,kt,MCS USGS,zinc
IND,mineraux_reserves,2024,9800.0,kt,MCS USGS,zinc
KAZ,mineraux_production,2023,340.0,kt,MCS USGS,zinc
KAZ,mineraux_production,2024,370.0,kt,MCS USGS,zinc
KAZ,mineraux_reserves,2024,7600.0,kt,MCS USGS,zinc
MEX,mineraux_production,2023,584.0,kt,MCS USGS,zinc
MEX,mineraux_production,2024,700.0,kt,MCS USGS,zinc
MEX,mineraux_reserves,2024,14000.0,kt,MCS USGS,zinc
PER,mineraux_production,2023,1470.0,kt,MCS USGS,zinc
PER,mineraux_production,2024,1300.0,kt,MCS USGS,zinc
PER,mineraux_reserves,2024,20000.0,kt,MCS USGS,zinc
RUS,mineraux_production,2023,300.0,kt,MCS USGS,zinc
RUS,mineraux_production,2024,310.0,kt,MCS USGS,zinc
RUS,mineraux_reserves,2024,29000.0,kt,MCS USGS,zinc
ZAF,mineraux_production,2023,198.0,kt,MCS USGS,zinc
ZAF,mineraux_production,2024,120.0,kt,MCS USGS,zinc
ZAF,mineraux_reserves,2024,5900.0,kt,MCS USGS,zinc
SWE,mineraux_production,2023,218.0,kt,MCS USGS,zinc
SWE,mineraux_production,2024,240.0,kt,MCS USGS,zinc
SWE,mineraux_reserves,2024,3900.0,kt,MCS USGS,zinc
